sample_id	filename	file_type	size	file_ome	open_access
MOHD_EA100010	MOHD_EA100010.tar.gz	Compressed Tar File	1227997632	ATAC_SEQ	True
MOHD_EA100032	MOHD_EA100032.tar.gz	Compressed Tar File	1724309705	ATAC_SEQ	True
MOHD_EA100023	MOHD_EA100023.tar.gz	Compressed Tar File	1523147795	ATAC_SEQ	True
MOHD_EA100013	MOHD_EA100013.tar.gz	Compressed Tar File	1100717873	ATAC_SEQ	True
MOHD_EA100007	MOHD_EA100007.tar.gz	Compressed Tar File	1243579724	ATAC_SEQ	True
ATAC_allsamples	ATAC_all_datasets.tar.gz	Compressed Tar File	37211890242	ATAC_SEQ	True
MOHD_EA100030	MOHD_EA100030.tar.gz	Compressed Tar File	796353490	ATAC_SEQ	True
MOHD_EA100002	MOHD_EA100002.tar.gz	Compressed Tar File	1447017678	ATAC_SEQ	True
MOHD_EA100029	MOHD_EA100029.tar.gz	Compressed Tar File	804012637	ATAC_SEQ	True
MOHD_EA100026	MOHD_EA100026.tar.gz	Compressed Tar File	1280080070	ATAC_SEQ	True
MOHD_EA100011	MOHD_EA100011.tar.gz	Compressed Tar File	1056473399	ATAC_SEQ	True
MOHD_EE100004	MOHD_EE100004_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2004054686	EXPOSOMICS	False
MOHD_EE100004	MOHD_EE100004_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1780581739	EXPOSOMICS	False
MOHD_EE100005	MOHD_EE100005_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2022115642	EXPOSOMICS	False
MOHD_EE100005	MOHD_EE100005_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1798626695	EXPOSOMICS	False
MOHD_EE100006	MOHD_EE100006_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2021051010	EXPOSOMICS	False
MOHD_EE100006	MOHD_EE100006_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1789187065	EXPOSOMICS	False
MOHD_EE100007	MOHD_EE100007_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1784382086	EXPOSOMICS	False
MOHD_EE100007	MOHD_EE100007_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	1999883243	EXPOSOMICS	False
MOHD_EE100008	MOHD_EE100008_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1796239106	EXPOSOMICS	False
MOHD_EE100008	MOHD_EE100008_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2069256098	EXPOSOMICS	False
MOHD_EE100009	MOHD_EE100009_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1800813186	EXPOSOMICS	False
MOHD_EE100009	MOHD_EE100009_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2001429119	EXPOSOMICS	False
MOHD_EE100010	MOHD_EE100010_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	1988018187	EXPOSOMICS	False
MOHD_EE100010	MOHD_EE100010_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1791295199	EXPOSOMICS	False
MOHD_EE100011	MOHD_EE100011_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1800716581	EXPOSOMICS	False
MOHD_EE100011	MOHD_EE100011_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2019501678	EXPOSOMICS	False
MOHD_EE100012	MOHD_EE100012_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	1988115647	EXPOSOMICS	False
MOHD_EE100012	MOHD_EE100012_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1785595521	EXPOSOMICS	False
MOHD_EE100017	MOHD_EE100017_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1792503815	EXPOSOMICS	False
MOHD_EE100017	MOHD_EE100017_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2025710353	EXPOSOMICS	False
MOHD_EE100018	MOHD_EE100018_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2004644359	EXPOSOMICS	False
MOHD_EE100018	MOHD_EE100018_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1789703021	EXPOSOMICS	False
MOHD_EE100019	MOHD_EE100019_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2029053252	EXPOSOMICS	False
MOHD_EE100019	MOHD_EE100019_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1789384082	EXPOSOMICS	False
MOHD_EE100020	MOHD_EE100020_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1801539605	EXPOSOMICS	False
MOHD_EE100020	MOHD_EE100020_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2050802848	EXPOSOMICS	False
MOHD_EE100021	MOHD_EE100021_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2047233924	EXPOSOMICS	False
MOHD_EE100021	MOHD_EE100021_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1793592972	EXPOSOMICS	False
MOHD_EE100022	MOHD_EE100022_negative.d.tar.gz	Raw chemical expsoure mass spectrometry data	1796351058	EXPOSOMICS	False
MOHD_EE100022	MOHD_EE100022_positive.d.tar.gz	Raw chemical expsoure mass spectrometry data	2019123271	EXPOSOMICS	False
MOHD_EL100005	MOHD_EL100005_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3067670	LIPIDOMICS	False
MOHD_EL100006	MOHD_EL100006_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3066451	LIPIDOMICS	False
MOHD_EL100007	MOHD_EL100007_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3064524	LIPIDOMICS	False
MOHD_EL100008	MOHD_EL100008_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3063747	LIPIDOMICS	False
MOHD_EL100009	MOHD_EL100009_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3062701	LIPIDOMICS	False
MOHD_EL100010	MOHD_EL100010_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3064732	LIPIDOMICS	False
MOHD_EL100011	MOHD_EL100011_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3061282	LIPIDOMICS	False
MOHD_EL100012	MOHD_EL100012_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3061017	LIPIDOMICS	False
MOHD_EL100013	MOHD_EL100013_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3058715	LIPIDOMICS	False
MOHD_EL100017	MOHD_EL100017_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3064985	LIPIDOMICS	False
MOHD_EL100018	MOHD_EL100018_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3065814	LIPIDOMICS	False
MOHD_EL100019	MOHD_EL100019_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3068482	LIPIDOMICS	False
MOHD_EL100025	MOHD_EL100025_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3061545	LIPIDOMICS	False
MOHD_EL100026	MOHD_EL100026_positive.d.tar.gz	Raw non-polar lipid mass spectrometry data	3060708	LIPIDOMICS	False
MOHD_EM100005	MOHD_EM100005_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	117771831	METABOLOMICS	False
MOHD_EM100005	MOHD_EM100005_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	153449372	METABOLOMICS	False
MOHD_EM100006	MOHD_EM100006_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	153532691	METABOLOMICS	False
MOHD_EM100006	MOHD_EM100006_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	125859102	METABOLOMICS	False
MOHD_EM100007	MOHD_EM100007_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	119896178	METABOLOMICS	False
MOHD_EM100007	MOHD_EM100007_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	152460420	METABOLOMICS	False
MOHD_EM100008	MOHD_EM100008_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	152336949	METABOLOMICS	False
MOHD_EM100008	MOHD_EM100008_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	119075441	METABOLOMICS	False
MOHD_EM100009	MOHD_EM100009_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	149757146	METABOLOMICS	False
MOHD_EM100009	MOHD_EM100009_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	116140612	METABOLOMICS	False
MOHD_EM100010	MOHD_EM100010_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	117587306	METABOLOMICS	False
MOHD_EM100010	MOHD_EM100010_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	151687049	METABOLOMICS	False
MOHD_EM100011	MOHD_EM100011_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	149059497	METABOLOMICS	False
MOHD_EM100011	MOHD_EM100011_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	115356319	METABOLOMICS	False
MOHD_EM100012	MOHD_EM100012_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	152498459	METABOLOMICS	False
MOHD_EM100012	MOHD_EM100012_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	116588203	METABOLOMICS	False
MOHD_EM100013	MOHD_EM100013_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	117562610	METABOLOMICS	False
MOHD_EM100013	MOHD_EM100013_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	151787404	METABOLOMICS	False
MOHD_EM100017	MOHD_EM100017_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	115764128	METABOLOMICS	False
MOHD_EM100017	MOHD_EM100017_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	149191794	METABOLOMICS	False
MOHD_EM100018	MOHD_EM100018_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	116592816	METABOLOMICS	False
MOHD_EM100018	MOHD_EM100018_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	152454734	METABOLOMICS	False
MOHD_EM100019	MOHD_EM100019_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	152613103	METABOLOMICS	False
MOHD_EM100019	MOHD_EM100019_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	124944093	METABOLOMICS	False
MOHD_EM100025	MOHD_EM100025_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	118120667	METABOLOMICS	False
MOHD_EM100025	MOHD_EM100025_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	154683705	METABOLOMICS	False
MOHD_EM100026	MOHD_EM100026_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	115544939	METABOLOMICS	False
MOHD_EM100026	MOHD_EM100026_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	151540572	METABOLOMICS	False
MOHD_EM100027	MOHD_EM100027_positive.d.tar.gz	Raw  polar small-molecule mass spectrometry data	150695700	METABOLOMICS	False
MOHD_EM100027	MOHD_EM100027_negative.d.tar.gz	Raw  polar small-molecule mass spectrometry data	118656033	METABOLOMICS	False
MOHD_EP100001	MOHD_EP100001_positive.raw.gz	Raw protein mass spectrometry data	4435059473	PROTEOMICS	False
MOHD_EP100002	MOHD_EP100002_positive.raw.gz	Raw protein mass spectrometry data	4185435602	PROTEOMICS	False
MOHD_EP100003	MOHD_EP100003_positive.raw.gz	Raw protein mass spectrometry data	3893987642	PROTEOMICS	False
MOHD_EP100004	MOHD_EP100004_positive.raw.gz	Raw protein mass spectrometry data	3820394371	PROTEOMICS	False
MOHD_EP100005	MOHD_EP100005_positive.raw.gz	Raw protein mass spectrometry data	3844457392	PROTEOMICS	False
MOHD_EP100006	MOHD_EP100006_positive.raw.gz	Raw protein mass spectrometry data	3695080915	PROTEOMICS	False
MOHD_EP100007	MOHD_EP100007_positive.raw.gz	Raw protein mass spectrometry data	3701361844	PROTEOMICS	False
MOHD_EP100008	MOHD_EP100008_positive.raw.gz	Raw protein mass spectrometry data	3685379624	PROTEOMICS	False
MOHD_EP100009	MOHD_EP100009_positive.raw.gz	Raw protein mass spectrometry data	3845690225	PROTEOMICS	False
MOHD_EP100010	MOHD_EP100010_positive.raw.gz	Raw protein mass spectrometry data	3719763731	PROTEOMICS	False
MOHD_EP100011	MOHD_EP100011_positive.raw.gz	Raw protein mass spectrometry data	4045842243	PROTEOMICS	False
MOHD_EP100012	MOHD_EP100012_positive.raw.gz	Raw protein mass spectrometry data	3687627155	PROTEOMICS	False
MOHD_EP100013	MOHD_EP100013_positive.raw.gz	Raw protein mass spectrometry data	3912133112	PROTEOMICS	False
MOHD_EP100014	MOHD_EP100014_positive.raw.gz	Raw protein mass spectrometry data	3928149839	PROTEOMICS	False
MOHD_EP100015	MOHD_EP100015_positive.raw.gz	Raw protein mass spectrometry data	3828748733	PROTEOMICS	False
MOHD_ER100001	MOHD_ER100001_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	304072456	RNA_SEQ	True
MOHD_ER100001	MOHD_ER100001_R2.fastq.gz	Sequenced reads	2512555868	RNA_SEQ	False
MOHD_ER100001	MOHD_ER100001_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	292489789	RNA_SEQ	True
MOHD_ER100001	MOHD_ER100001_align_GENCODE49_v0.bam	Aligned reads	8772470702	RNA_SEQ	False
MOHD_ER100001	MOHD_ER100001_R1.fastq.gz	Sequenced reads	2415919104	RNA_SEQ	False
MOHD_ER100001	MOHD_ER100001_align_GRCh38_v0.bam	Aligned reads	4531190497	RNA_SEQ	False
MOHD_ER100001	MOHD_ER100001_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4341104	RNA_SEQ	True
MOHD_ER100001	MOHD_ER100001_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	284635955	RNA_SEQ	True
MOHD_ER100001	MOHD_ER100001_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	310116352	RNA_SEQ	True
MOHD_ER100001	MOHD_ER100001_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13442744	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	237502464	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13306429	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_R1.fastq.gz	Sequenced reads	1245540515	RNA_SEQ	False
MOHD_ER100002	MOHD_ER100002_align_GENCODE49_v0.bam	Aligned reads	3854733148	RNA_SEQ	False
MOHD_ER100002	MOHD_ER100002_R2.fastq.gz	Sequenced reads	1299227607	RNA_SEQ	False
MOHD_ER100002	MOHD_ER100002_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	233161359	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_align_GRCh38_v0.bam	Aligned reads	2405181685	RNA_SEQ	False
MOHD_ER100002	MOHD_ER100002_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4341104	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	216667258	RNA_SEQ	True
MOHD_ER100002	MOHD_ER100002_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	221941596	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	265237299	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_R2.fastq.gz	Sequenced reads	2168958484	RNA_SEQ	False
MOHD_ER100003	MOHD_ER100003_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	282318602	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	257834352	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_align_GENCODE49_v0.bam	Aligned reads	7698728878	RNA_SEQ	False
MOHD_ER100003	MOHD_ER100003_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13400801	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_R1.fastq.gz	Sequenced reads	2072321720	RNA_SEQ	False
MOHD_ER100003	MOHD_ER100003_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	276404633	RNA_SEQ	True
MOHD_ER100003	MOHD_ER100003_align_GRCh38_v0.bam	Aligned reads	3908420239	RNA_SEQ	False
MOHD_ER100003	MOHD_ER100003_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4341104	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_R2.fastq.gz	Sequenced reads	1803886264	RNA_SEQ	False
MOHD_ER100004	MOHD_ER100004_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	270773780	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_R1.fastq.gz	Sequenced reads	1728724336	RNA_SEQ	False
MOHD_ER100004	MOHD_ER100004_align_GRCh38_v0.bam	Aligned reads	3285649981	RNA_SEQ	False
MOHD_ER100004	MOHD_ER100004_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4372561	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	275418972	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	256806748	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13442744	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	251574353	RNA_SEQ	True
MOHD_ER100004	MOHD_ER100004_align_GENCODE49_v0.bam	Aligned reads	5411658792	RNA_SEQ	False
MOHD_ER100005	MOHD_ER100005_align_GRCh38_v0.bam	Aligned reads	4402341478	RNA_SEQ	False
MOHD_ER100005	MOHD_ER100005_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4320133	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	272797532	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	282717061	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_R1.fastq.gz	Sequenced reads	2362232012	RNA_SEQ	False
MOHD_ER100005	MOHD_ER100005_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	263863664	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13327400	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_align_GENCODE49_v0.bam	Aligned reads	8815420375	RNA_SEQ	False
MOHD_ER100005	MOHD_ER100005_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	289899806	RNA_SEQ	True
MOHD_ER100005	MOHD_ER100005_R2.fastq.gz	Sequenced reads	2458868776	RNA_SEQ	False
MOHD_ER100006	MOHD_ER100006_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13442744	RNA_SEQ	True
MOHD_ER100006	MOHD_ER100006_align_GENCODE49_v0.bam	Aligned reads	7526930186	RNA_SEQ	False
MOHD_ER100006	MOHD_ER100006_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	296988180	RNA_SEQ	True
MOHD_ER100006	MOHD_ER100006_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	286921850	RNA_SEQ	True
MOHD_ER100006	MOHD_ER100006_R1.fastq.gz	Sequenced reads	2372969431	RNA_SEQ	False
MOHD_ER100006	MOHD_ER100006_align_GRCh38_v0.bam	Aligned reads	4337916968	RNA_SEQ	False
MOHD_ER100006	MOHD_ER100006_R2.fastq.gz	Sequenced reads	2458868776	RNA_SEQ	False
MOHD_ER100006	MOHD_ER100006_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	304454041	RNA_SEQ	True
MOHD_ER100006	MOHD_ER100006_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4362076	RNA_SEQ	True
MOHD_ER100006	MOHD_ER100006_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	278386442	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_align_GENCODE49_v0.bam	Aligned reads	12068858101	RNA_SEQ	False
MOHD_ER100007	MOHD_ER100007_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	350497013	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4372561	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_align_GRCh38_v0.bam	Aligned reads	6485400616	RNA_SEQ	False
MOHD_ER100007	MOHD_ER100007_R1.fastq.gz	Sequenced reads	3554085437	RNA_SEQ	False
MOHD_ER100007	MOHD_ER100007_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13547601	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	340619427	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	365145620	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	373743943	RNA_SEQ	True
MOHD_ER100007	MOHD_ER100007_R2.fastq.gz	Sequenced reads	3693671874	RNA_SEQ	False
MOHD_ER100008	MOHD_ER100008_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13537116	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_R2.fastq.gz	Sequenced reads	3060164198	RNA_SEQ	False
MOHD_ER100008	MOHD_ER100008_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4372561	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	350413127	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	344174100	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_R1.fastq.gz	Sequenced reads	2942052597	RNA_SEQ	False
MOHD_ER100008	MOHD_ER100008_align_GENCODE49_v0.bam	Aligned reads	9255654522	RNA_SEQ	False
MOHD_ER100008	MOHD_ER100008_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	330112696	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	322017689	RNA_SEQ	True
MOHD_ER100008	MOHD_ER100008_align_GRCh38_v0.bam	Aligned reads	5400921374	RNA_SEQ	False
MOHD_ER100009	MOHD_ER100009_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4351590	RNA_SEQ	True
MOHD_ER100009	MOHD_ER100009_align_GRCh38_v0.bam	Aligned reads	3747358965	RNA_SEQ	False
MOHD_ER100009	MOHD_ER100009_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	268666142	RNA_SEQ	True
MOHD_ER100009	MOHD_ER100009_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	285411901	RNA_SEQ	True
MOHD_ER100009	MOHD_ER100009_R1.fastq.gz	Sequenced reads	1964947537	RNA_SEQ	False
MOHD_ER100009	MOHD_ER100009_R2.fastq.gz	Sequenced reads	2061584302	RNA_SEQ	False
MOHD_ER100009	MOHD_ER100009_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	274978570	RNA_SEQ	True
MOHD_ER100009	MOHD_ER100009_align_GENCODE49_v0.bam	Aligned reads	6270652252	RNA_SEQ	False
MOHD_ER100009	MOHD_ER100009_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13442744	RNA_SEQ	True
MOHD_ER100009	MOHD_ER100009_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	290738667	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_R1.fastq.gz	Sequenced reads	1277752770	RNA_SEQ	False
MOHD_ER100010	MOHD_ER100010_R2.fastq.gz	Sequenced reads	1342177280	RNA_SEQ	False
MOHD_ER100010	MOHD_ER100010_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	228012851	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	213280358	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	218250608	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_align_GENCODE49_v0.bam	Aligned reads	4337916968	RNA_SEQ	False
MOHD_ER100010	MOHD_ER100010_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4341104	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_align_GRCh38_v0.bam	Aligned reads	2512555868	RNA_SEQ	False
MOHD_ER100010	MOHD_ER100010_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	232427356	RNA_SEQ	True
MOHD_ER100010	MOHD_ER100010_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13306429	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13390315	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_R2.fastq.gz	Sequenced reads	2222645575	RNA_SEQ	False
MOHD_ER100011	MOHD_ER100011_align_GRCh38_v0.bam	Aligned reads	3962107330	RNA_SEQ	False
MOHD_ER100011	MOHD_ER100011_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	265751101	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4341104	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_align_GENCODE49_v0.bam	Aligned reads	7580617277	RNA_SEQ	False
MOHD_ER100011	MOHD_ER100011_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	256827719	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	276247347	RNA_SEQ	True
MOHD_ER100011	MOHD_ER100011_R1.fastq.gz	Sequenced reads	2136746229	RNA_SEQ	False
MOHD_ER100011	MOHD_ER100011_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	284531097	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_signal-plus-unique_GRCh38_v0.bigWig	Unique Signal Plus	262584401	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_quant-isoform_GENCODE49_v0.tsv.gz	Isoform quantifications	13432258	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_quant-gene_GENCODE49_v0.tsv.gz	Gene quantifications	4362076	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_signal-plus-all_GRCh38_v0.bigWig	All Signal Plus	279550361	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_R1.fastq.gz	Sequenced reads	1911260446	RNA_SEQ	False
MOHD_ER100012	MOHD_ER100012_R2.fastq.gz	Sequenced reads	1997159792	RNA_SEQ	False
MOHD_ER100012	MOHD_ER100012_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	256806748	RNA_SEQ	True
MOHD_ER100012	MOHD_ER100012_align_GRCh38_v0.bam	Aligned reads	3586297692	RNA_SEQ	False
MOHD_ER100012	MOHD_ER100012_align_GENCODE49_v0.bam	Aligned reads	6796785745	RNA_SEQ	False
MOHD_ER100012	MOHD_ER100012_signal-minus-all_GRCh38_v0.bigWig	All Signal Minus	273730764	RNA_SEQ	True
MOHD_ER100013	MOHD_ER100013_align_GRCh38_v0.bam	Aligned reads	3972844748	RNA_SEQ	False
MOHD_ER100013	MOHD_ER100013_signal-minus-unique_GRCh38_v0.bigWig	Unique Signal Minus	264325038	RNA_SEQ	True
